codigo_documento;sequencial;descricao;codigo_subelemento;descricao_subelemento;valor_atual;arquivo_origem;data_extracao
155849264152023NE000137;54;Item compra: 00054 - SAL, TIPO REFINADO, APLICAÇÃO ALIMENTÍCIA, TEOR MÁXIMO SÓDIO 390 MG/G,ADITIVOS IODATO DE POTASSIO E ANTIUMECTANTE FERROCIANETO D E;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;20,28;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;33;Item compra: 00033 - FARINHA DE MILHO, GRÃO AMARELO, TIPO FUBÁ, APRESENTAÇÃO PRÉ-COZIDA,CARACTERÍSTICA ADICIONAL TRANSGÊNICO, INGREDIENTE ADICIONAL FORTIFICADA COMFERRO E ÁCIDO FÓLICO;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;407,64;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;12;Item compra: 00012 - BISCOITO, APRESENTAÇÃO REDONDO, SABOR MAIZENA, CLASSIFICAÇÃO DOCE,CARACTERÍSTICAS ADICIONAIS SEM RECHEIO, TIPO MARIA, APLICAÇÃO ALIMENTAÇÃOHUMANA, PRAZO VALIDADE 1 ANO;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;628,80;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;9;Item compra: 00009 - BEBIDA LÁCTEA, SABOR VARIADO, APRESENTAÇÃO EMBALAGEM TETRAPACK;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;974,00;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;30;Item compra: 00030 - LEGUMINOSA, VARIEDADE FEIJÃO FRADINHO, APRESENTAÇÃO IN NATURA, TIPO TIPO 1;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;262,20;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;51;Item compra: 00051 - QUEIJO, ORIGEM DE VACA, VARIEDADE MUÇARELA, APRESENTAÇÃO PEÇA, TEOR GORDURABAIXO TEOR DE GORDURA;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;3.549,29;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;23;Item compra: 00023 - CONDIMENTO, TIPO CEBOLINHA, COENTRO E SALSA, APRESENTAÇÃO NATURAL, ADICIONALORGÂNICO;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;2.385,42;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;1;Item compra: 00001 - FRUTA, TIPO ABACAXI, APRESENTAÇÃO DESIDRATADA/ SECA;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;476,00;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;27;Item compra: 00027 - LEGUME EM CONSERVA, TIPO ERVILHA;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;97,50;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;3;Item compra: 00003 - CONDIMENTO, TIPO AÇAFRÃO, APRESENTAÇÃO PÓ;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;508,80;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;50;Item compra: 00050 - LEGUME IN NATURA, TIPO PIMENTÃO VERMELHO;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;245,00;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;56;Item compra: 00056 - SUCO, APRESENTAÇÃO LÍQUIDO, SABOR MAÇÃ, TIPO A BASE DE SOJA, CARACTERÍSTICASADICIONAIS ÁGUA/AÇUCAR/SAL/VITAMINAS, AROMATIZANTE SEM GLÚTE N;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;3.493,00;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;60;Item compra: 00060 - FARINHA QUIBE, COMPOSIÇÃO GRÃOS DE TRIGO SELECIONADOS E MOÍDOS, TIPO CRÚ;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;988,80;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000137;47;Item compra: 00047 - FRUTA, TIPO PERA WILLIAMS, APRESENTAÇÃO NATURAL;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;1.891,75;itens_NV_155849264152023NE000137.json;2026-03-24 23:03:19
155849264152023NE000138;55;Item compra: 00055 - SUCO, APRESENTAÇÃO LÍQUIDO, SABOR VARIADO, TIPO INDUSTRIALIZADO,CARACTERÍSTICAS ADICIONAIS POLPA DE FRUTA NATURAL;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;236,50;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;61;Item compra: 00061 - LEGUME IN NATURA*, TIPO VAGEM, ESPÉCIE COMUM, CARACTERÍSTICAS ADICIONAIS COMUM;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;14,75;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;58;Item compra: 00058 - FRUTA, TIPO TANGERINA/ BERGAMOTA, APRESENTAÇÃO NATURAL;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;86,97;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;1;Item compra: 00001 - FRUTA, TIPO ABACAXI, APRESENTAÇÃO DESIDRATADA/ SECA;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;47,60;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;16;Item compra: 00016 - CARNE BOVINA IN NATURA, TIPO CORTE ACÉM, APRESENTAÇÃO MOIDA, ESTADO DECONSERVAÇÃO RESFRIADO(A);03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;1.145,04;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;3;Item compra: 00003 - CONDIMENTO, TIPO AÇAFRÃO, APRESENTAÇÃO PÓ;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;55,65;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;19;Item compra: 00019 - CARNE SUÍNA IN NATURA, TIPO CORTE LOMBO, APRESENTAÇÃO PEÇA INTEIRA, ESTADO DECONSERVAÇÃO RESFRIADO(A);03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;223,50;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;35;Item compra: 00035 - FRUTA, TIPO LARANJA PERA, APRESENTAÇÃO NATURAL;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;46,32;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;12;Item compra: 00012 - BISCOITO, APRESENTAÇÃO REDONDO, SABOR MAIZENA, CLASSIFICAÇÃO DOCE,CARACTERÍSTICAS ADICIONAIS SEM RECHEIO, TIPO MARIA, APLICAÇÃO ALIMENTAÇÃOHUMANA, PRAZO VALIDADE 1 ANO;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;68,12;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;34;Item compra: 00034 - CONDIMENTO, TIPO HORTELÃ, APRESENTAÇÃO DESIDRATADO;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;9,98;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;39;Item compra: 00039 - FRUTA, TIPO MAÇÃ FUJI, APRESENTAÇÃO NATURAL;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;131,75;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;5;Item compra: 00005 - VERDURA IN NATURA, TIPO ALFACE CRESPA;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;79,68;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;29;Item compra: 00029 - FARINHA DE TRIGO, GRUPO DOMÉSTICO, TIPO TIPO 1, ESPECIAL, INGREDIENTEADICIONAL COM FERMENTO, FORTIFICADA COM FERRO E ÁCIDO FÓLIC O;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;197,92;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;49;Item compra: 00049 - LEGUME IN NATURA, TIPO PIMENTÃO VERDE;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;35,80;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000138;57;Item compra: 00057 - SUCO, APRESENTAÇÃO LÍQUIDO, SABOR LARANJA, TIPO A BASE DE SOJA,CARACTERÍSTICAS ADICIONAIS ÁGUA/AÇUCAR/SAL/VITAMINAS, AROMATIZANTE SEM GLÚTE N;03;MATERIAL DESTINADO A ASSISTENCIA SOCIAL;385,00;itens_NV_155849264152023NE000138.json;2026-03-24 23:12:19
155849264152023NE000139;1;DESPESA REFERENTE AO AUXÍLIO À PUBLICAÇÃO DE ARTIGOS CIENTÍFICOS E RELATOS DE EXPERIÊNCIA (PARCELA ÚNICA) - EDITAL 14/2023 PROPI/IFMS. CONFORME OFÍCIO 155/2023 RT-COPEF. PROC SUAP: 23347.007589.2023-56;01;AUXILIO A PESSOAS FISICAS;1.000,00;itens_NV_155849264152023NE000139.json;2026-03-24 22:46:22
155849264152023NE000140;1;DESPESA REFERENTE AO AUXÍLIO À PUBLICAÇÃO DE ARTIGOS CIENTÍFICOS E RELATOS DE EXPERIÊNCIA (PARCELA ÚNICA) - EDITAL 14/2023 PROPI/IFMS. CONFORME OFÍCIO 156/2023 RT-COPEF. PROC SUAP: 23347.008279.2023-59;01;AUXILIO A PESSOAS FISICAS;1.000,00;itens_NV_155849264152023NE000140.json;2026-03-24 22:36:51
155849264152023NE000141;1;DESPESA REFERENTE AO AUXÍLIO À PUBLICAÇÃO DE ARTIGOS CIENTÍFICOS E RELATOS DE EXPERIÊNCIA (PARCELA ÚNICA) - EDITAL 14/2023 PROPI/IFMS. CONFORME OFÍCIO 99/2023 RT-DIRPE. PROC SUAP: 23347.008417.2023-08;01;AUXILIO A PESSOAS FISICAS;853,40;itens_NV_155849264152023NE000141.json;2026-03-24 22:56:32
155849264152023NE000142;1;DESPESA REFERENTE AUXÍLIO FINANCEIRO AO COORDENADOR DA SEMANA DE CIÊNCIA E TECNOLOGIA (SCT 2023) / IFMS - CAMPUS NAVIRAÍ (EDITAL 48/2023). CONFORME OFÍCIO 162/2023 RT-COPEF. PROC SUAP: 23347.008162.2023-75;01;AUXILIO A PESSOAS FISICAS;10.000,00;itens_NV_155849264152023NE000142.json;2026-03-24 22:58:52
155849264152023NE000143;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL P/ ATENDER PARTICIPAÇÃO DE DISCENTES DO IFMS - CAMPUS NAVIRAÍ NO SIMPÓSIO INTERNACIONAL DE ENTOMOLOGIA. CONFORME OFÍCIO 12/2023 NV-COREN E POSTERIOR AUTORIZAÇÃO OD - DESPACHO 555428. PROC SUAP: 23347.008849.2023-19;01;BOLSAS DE ESTUDO NO PAIS;1.500,00;itens_NV_155849264152023NE000143.json;2026-03-24 22:58:47
155849264152023NE000144;1;Item compra: 00001 - Acesso a Internet Via Cabo (Unidade de medida - Mês);13;COMUNICACAO DE DADOS E REDES EM GERAL;679,92;itens_NV_155849264152023NE000144.json;2026-03-24 23:22:29
155849264152023NE000144;2;Item compra: 00002 - Taxa de Instalação Link de Internet - STFC (Banda Larga);13;COMUNICACAO DE DADOS E REDES EM GERAL;480,00;itens_NV_155849264152023NE000144.json;2026-03-24 23:22:29
155849264152023NE000145;1;DESPESA P/ ATENDER CONTRIBUIÇÃO PREVIDENCIÁRIA PATRONAL (NFSe 322 / 323 / 324 - CELSO LOPES DE SA MEI E NFSe 2177 / 2184 - VANDERLEI MONTEIRO CAVALCANTI MEI) REFERENTE SERVIÇO DE MANUTENÇÃO VEICULAR P/ A FROTA DO IFMS - CAMPUS NAVIRAÍ. CONFORME CTR 03/2021 - UASG: 155849 / PE SRP 01/2020 - UASG: 158451. PROC SUAP: 23347.006920.2021-59.;18;CONTRIB.PREVIDENCIARIAS-SERVICOS DE TERCEIROS;233,49;itens_NV_155849264152023NE000145.json;2026-03-24 22:47:10
155849264152023NE000146;1;DESPESA P/ ATENDER MULTA SOBRE CONTRIBUIÇÃO PREVIDENCIÁRIA PATRONAL (NFSe 322 / 323 / 324 - CELSO LOPES DE SA MEI E NFSe 2177 / 2184 - VANDERLEI MONTEIRO CAVALCANTI MEI) REFERENTE SERVIÇO DE MANUTENÇÃO VEICULAR P/ A FROTA DO IFMS - CAMPUS NAVIRAÍ. CONFORME CTR 03/2021 - UASG: 155849 / PE SRP 01/2020 - UASG: 158451. PROC SUAP: 23347.006920.2021-59.;37;JUROS E MULTA DE MORA;6,93;itens_NV_155849264152023NE000146.json;2026-03-24 22:43:31
155849264152023NE000147;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL P/ ATENDER PARTICIPAÇÃO DE DISCENTES DO IFMS - CAMPUS NAVIRAÍ NO CONGRESSO BRASILEIRO DE AGRONOMIA EM PELOTAS RS. CONFORME AUTORIZAÇÃO OD - DESPACHO 559995. PROC SUAP: 23347.009933.2023-41;01;BOLSAS DE ESTUDO NO PAIS;1.500,00;itens_NV_155849264152023NE000147.json;2026-03-24 22:43:36
155849264152023NE000148;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL (PARCELA 5) P/ ATENDER DESENVOLVIMENTO DE PROJETOS DE ENSINO NO IFMS - CAMPUS NAVIRAÍ - EDITAL 05/2023 PROEN/IFMS. CONFORME OFÍCIO 52/2023 NV-DIREN. PROC SUAP: 23347.004043.2023-43;01;BOLSAS DE ESTUDO NO PAIS;2.700,00;itens_NV_155849264152023NE000148.json;2026-03-24 22:58:04
155849264152023NE000149;1;DESPESA REFERENTE AUXÍLIO PIEPI A(O) COORDENADOR(A) DA ATIVIDADE DE EXTENSÃO P/ ATENDER AO EDITAL 055/2023 - PROEX/IFMS. CONFORME OFÍCIO 18/2023 NV-COERI. PROC SUAP: 23347.009934.2023-96;01;AUXILIO A PESSOAS FISICAS;998,39;itens_NV_155849264152023NE000149.json;2026-03-24 22:43:40
155849264152023NE000150;1;DESPESA REFERENTE AUXÍLIO PIBAEX AOS ESTUDANTES (PARCELA 1) P/ ATENDER AO EDITAL 055/2023 - PROEX/IFMS. CONFORME OFÍCIO 18/2023 NV-COERI. PROC SUAP: 23347.009934.2023-96;01;BOLSAS DE ESTUDO NO PAIS;2.900,00;itens_NV_155849264152023NE000150.json;2026-03-24 22:43:45
155849264152023NE000151;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 18/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;18.400,00;itens_NV_155849264152023NE000151.json;2026-03-24 22:47:14
155849264152023NE000152;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 18/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;1.600,00;itens_NV_155849264152023NE000152.json;2026-03-24 22:43:49
155849264152023NE000153;1;DESPESA P/ ATENDER AOS ESTUDANTES VETERANOS (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 01/2023 - PROEN/IFMS. REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 18/2023 NV-NUGED. PROC SUAP: 23347.000026.2023-37.;01;BOLSAS DE ESTUDO NO PAIS;8.400,00;itens_NV_155849264152023NE000153.json;2026-03-24 22:36:23
155849264152023NE000154;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 19/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;13.200,00;itens_NV_155849264152023NE000154.json;2026-03-24 22:43:54
155849264152023NE000155;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (PROEJA) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 19/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000155.json;2026-03-24 22:39:32
155849264152023NE000156;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 19/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;800,00;itens_NV_155849264152023NE000156.json;2026-03-24 22:40:14
155849264152023NE000157;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (TÉCNICO SUBSEQUENTE) CONTEMPLADOS NO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS. REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 19/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_NV_155849264152023NE000157.json;2026-03-24 22:39:37
155849264152023NE000158;1;DESPESA PARA ATENDER AUXÍLIO FINANCEIRO A ESTUDANTES DO CAMPUS NAVIRAÍ QUE PARTICIPARÃO DO 20º CONGRESSO NACIONAL DE MEIO AMBIENTE, CONFORME OFICIO 25/2023 NV-COPEI. PROCESSO 23347.010042.2023-38;01;BOLSAS DE ESTUDO NO PAIS;2.800,00;itens_NV_155849264152023NE000158.json;2026-03-24 22:43:58
155849264152023NE000159;1;DESPESA PARA ATENDER EDITAL DE FLUXO CONTÍNUO DE AUXÍLIO À PUBLICAÇÃO DE ARTIGOS CIENTÍFICOS E RELATOS DE EXPERIÊNCIA 2023, CONFORME DESPACHO 564541 NV-DIRGE. PROC 23347.009330.2023-40;01;AUXILIO A PESSOAS FISICAS;575,00;itens_NV_155849264152023NE000159.json;2026-03-24 22:44:02
155849264152023NE000160;1;DESPESA PARA ATENDER EDITAL DE FLUXO CONTÍNUO DE AUXÍLIO À PUBLICAÇÃO DE ARTIGOS CIENTÍFICOS E RELATOS DE EXPERIÊNCIA 2023, CONFORME DESPACHO 564543 NV-DIRGE. PROC 23347.009329.2023-15;01;AUXILIO A PESSOAS FISICAS;575,00;itens_NV_155849264152023NE000160.json;2026-03-24 22:39:41
155849264152023NE000161;1;DESPESA PARA ATENDER EDITAL DE FLUXO CONTÍNUO DE AUXÍLIO À PUBLICAÇÃO DE ARTIGOS CIENTÍFICOS E RELATOS DE EXPERIÊNCIA 2023, CONFORME DESPACHO 564545 NV-DIRGE. PROC 23347.009331.2023-94;01;AUXILIO A PESSOAS FISICAS;575,00;itens_NV_155849264152023NE000161.json;2026-03-24 22:44:07
155849264152023NE000162;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 029/2022 PROPI/IFMS. REF. PARCELA DE AGO/2023 (12/12). CONFORME OFÍCIO 27/2023 NV-COPEI. PROC SUAP: 23347.011465.2022-94.;01;BOLSAS DE ESTUDO NO PAIS;7.700,00;itens_NV_155849264152023NE000162.json;2026-03-24 22:57:07
155849264152023NE000163;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO MÉDIO) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 029/2022 PROPI/IFMS. REF. PARCELA DE AGO/2023 (12/12). CONFORME OFÍCIO 27/2023 NV-COPEI. PROC SUAP: 23347.011465.2022-94.;01;BOLSAS DE ESTUDO NO PAIS;300,00;itens_NV_155849264152023NE000163.json;2026-03-24 22:37:04
155849264152023NE000164;1;DESPESA REFERENTE A COMPLEMENTAÇÃO DE AUXÍLIO FINANCEIRO AO COORDENADOR DA SEMANA DE CIÊNCIA E TECNOLOGIA (SCT 2023) / IFMS - CAMPUS NAVIRAÍ (EDITAL 48/2023). CONFORME OFÍCIO 187/2023 RT-COPEF. PROC SUAP: 23347.008162.2023-75;01;AUXILIO A PESSOAS FISICAS;9.700,00;itens_NV_155849264152023NE000164.json;2026-03-24 22:44:11
155849264152023NE000165;1;DESPESA REFERENTE RESSARCIMENTO DE DESPESA EXCEPCIONAL DESTINADO A ATENDER CONSERTO DE VEÍCULO OFICIAL EM VIAGEM INSTITUCIONAL. CONFORME OFÍCIO 26/2023 NV-COPEI - DESPACHO 09/2023 NV-DIRAD E POSTERIOR DESPACHO OD 567877. PROC SUAP: 23347.011021.2023-30;02;RESTITUICOES;850,00;itens_NV_155849264152023NE000165.json;2026-03-24 22:44:15
155849264152023NE000166;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NA REABERTURA DO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS (INGRESSANTES 2023/2). REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 21/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;6.400,00;itens_NV_155849264152023NE000166.json;2026-03-24 22:44:20
155849264152023NE000167;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (PROEJA) CONTEMPLADOS NA REABERTURA DO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS (INGRESSANTES 2023/2). REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 21/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000167.json;2026-03-24 22:44:33
155849264152023NE000168;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO SUPERIOR) CONTEMPLADOS NA REABERTURA DO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS (INGRESSANTES 2023/2). REFERENTE PARCELA AGO/2023. CONFORME OFÍCIO 21/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;3.800,00;itens_NV_155849264152023NE000168.json;2026-03-24 22:44:24
155849264152023NE000169;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO MÉDIO INTEGRADO) CONTEMPLADOS NA REABERTURA DO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS (INGRESSANTES 2023/2). REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 22/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;6.400,00;itens_NV_155849264152023NE000169.json;2026-03-24 22:44:37
155849264152023NE000170;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (PROEJA) CONTEMPLADOS NA REABERTURA DO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS (INGRESSANTES 2023/2). REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 22/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_NV_155849264152023NE000170.json;2026-03-24 22:44:28
155849264152023NE000171;1;DESPESA P/ ATENDER AOS ESTUDANTES INGRESSANTES (ENSINO SUPERIOR) CONTEMPLADOS NA REABERTURA DO EDITAL DE AUXÍLIO PERMANÊNCIA 19/2023 - PROEN/IFMS (INGRESSANTES 2023/2). REFERENTE PARCELA SET/2023. CONFORME OFÍCIO 22/2023 NV-NUGED. PROC SUAP: 23347.005865.2023-41.;01;BOLSAS DE ESTUDO NO PAIS;3.600,00;itens_NV_155849264152023NE000171.json;2026-03-24 22:44:42
155849264152023NE000172;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL P/ ATENDER PARTICIPAÇÃO DE DISCENTES DO IFMS CAMPUS NAVIRAÍ NO JIFCO 2023 A SER REALIZADO NA CIDADE DE GOIÂNIA. CONFORME OFÍCIO 19/2023 NV-COERI. PROC SUAP: 23347.011504.2023-34;01;BOLSAS DE ESTUDO NO PAIS;1.300,00;itens_NV_155849264152023NE000172.json;2026-03-24 22:44:46
155849264152023NE000173;1;DESPESA REFERENTE AUXÍLIO ESTUDANTIL (PARCELA 6) P/ ATENDER DESENVOLVIMENTO DE PROJETOS DE ENSINO NO IFMS - CAMPUS NAVIRAÍ - EDITAL 05/2023 PROEN/IFMS. CONFORME OFÍCIO 56/2023 NV-DIREN. PROC SUAP: 23347.004043.2023-43;01;BOLSAS DE ESTUDO NO PAIS;2.700,00;itens_NV_155849264152023NE000173.json;2026-03-24 22:44:50
155849264152023NE000174;1;DESPESA P/ ATENDER AUXÍLIO COORDENADOR(A) DE PROJETOS ICT CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 028/2023 PROPI/IFMS. PARCELA ÚNICA. CONFORME OFÍCIO 28/2023 NV-COPEI. PROC SUAP: 23347.010747.2023-55;01;AUXILIO A PESSOAS FISICAS;7.000,00;itens_NV_155849264152023NE000174.json;2026-03-24 22:44:59
155849264152023NE000175;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO SUPERIOR) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 028/2023 PROPI/IFMS. REF. PARCELA DE SET/2023 (01/12). CONFORME OFÍCIO 28/2023 NV-COPEI. PROC SUAP: 23347.010747.2023-55;01;BOLSAS DE ESTUDO NO PAIS;2.100,00;itens_NV_155849264152023NE000175.json;2026-03-24 22:44:55
155849264152023NE000176;1;DESPESA P/ ATENDER BOLSA AOS ESTUDANTES (ENSINO MÉDIO) CONTEMPLADOS NO EDITAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA 028/2023 PROPI/IFMS. REF. PARCELA DE SET/2023 (01/12). CONFORME OFÍCIO 28/2023 NV-COPEI. PROC SUAP: 23347.010747.2023-55;01;BOLSAS DE ESTUDO NO PAIS;1.200,00;itens_NV_155849264152023NE000176.json;2026-03-24 22:45:03
155849264152023NE000177;1;DESPESA REFERENTE RESSARCIMENTO COM PEDÁGIO P/ ATENDER VIAGEM EM PARTICIPAÇÃO NA 20ª EDIÇÃO DO CONGRESSO NACIONAL DE MEIO AMBIENTE DE POÇOS DE CALDAS - MG. CONFORME DESPACHO 01/2023 NV-COPEI E DESPACHO 10/2023 NV-DIRAD. PROC SUAP: 23347.011300.2023-01;14;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;269,40;itens_NV_155849264152023NE000177.json;2026-03-24 22:45:08
